"scientificName","scientificNameAuthority","taxonID","kingdom","phylum","class","order","subordr","infrrdr","family","genus","subgens","spcfcEp","infrspE","taxnRnk","instttC","cllctnC","ctlgNmb","datstNm","occrrID","rcrddBy","rcrdNmb","fldNmbr","eventDt","year","month","day","bssOfRc","localty","lctnRmr","island","sttPrvn","country","cntryCd","crdnUIM","grfrncB","grfrnVS","grfrncP","grfrncR","habitat","vrbtmDp","vrbtmEl","occrrnS","smplngP","occrrnR","indvdlC","sex","estblsM","prvnclS","ntnlStt","idntfdB","idntfcQ","idntfcR","prvsIdn","bblgrpC","assctdR","latitud","longitd"
"Maianthemum racemosum ssp. amplexicaule","(L.) Link",53012,"Plantae","Tracheophyta","Liliopsida","Asparagales",NA,NA,"Asparagaceae","Maianthemum",NA,"Maianthemum racemosum","amplexicaule","subspecies","iNaturalist","Observations","31643406",NA,"https://www.inaturalist.org/observations/31643406","Kelly Fretwell",NA,NA,"2019-08-24",2019,8,24,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Kelly Fretwell",NA,NA,NA,NA,NA,49.953,-123.12
"Paxistima myrsinites","(Pursh.) Raf.",63893,"Plantae","Tracheophyta","Magnoliopsida","Celastrales",NA,NA,"Celastraceae","Paxistima",NA,"Paxistima myrsinites",NA,"species","iNaturalist","Observations","31643415",NA,"https://www.inaturalist.org/observations/31643415","Kelly Fretwell",NA,NA,"2019-08-24",2019,8,24,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Kelly Fretwell",NA,NA,NA,NA,NA,49.953,-123.12
"Taxus brevifolia","Nutt.",55209,"Plantae","Tracheophyta","Pinopsida","Pinales",NA,NA,"Taxaceae","Taxus",NA,"Taxus brevifolia",NA,"species","iNaturalist","Observations","31813090",NA,"https://www.inaturalist.org/observations/31813090","Lena Dietz Chiasson",NA,NA,"2019-08-24",2019,8,24,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"Lena Dietz Chiasson",NA,NA,NA,NA,NA,49.953,-123.12
"Cryptogramma acrostichoides","R. Br.",76536,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales",NA,NA,"Pteridaceae","Cryptogramma",NA,"Cryptogramma acrostichoides",NA,"species","OSU","V","OSC-V-008117",NA,"{3F0E88AF-41FE-48CF-ABF5-76FE856FEC24}","Albert E. Grable","7806",NA,"1980-06-15",1980,6,15,"PRESERVED_SPECIMEN","Hwy 99, 17 km north of Squamish (39 miles north of Horseshoe Bay) 49.",NA,NA,"British Columbia","Canada","CA",805,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Grable, A.",NA,NA,NA,NA,NA,49.872,-123.13
"Ceanothus sanguineus","Pursh",619279,"Plantae","Tracheophyta","Magnoliopsida","Rosales",NA,NA,"Rhamnaceae","Ceanothus",NA,"Ceanothus sanguineus",NA,"species","iNaturalist","Observations","45683642",NA,"https://www.inaturalist.org/observations/45683642","Chloe and Trevor Van Loon",NA,NA,"2020-05-09",2020,5,9,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",26454,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"Chloe and Trevor Van Loon",NA,NA,NA,NA,NA,49.89,-123.12
"Rubus ursinus","Cham. & Schltdl.",53445,"Plantae","Tracheophyta","Magnoliopsida","Rosales",NA,NA,"Rosaceae","Rubus",NA,"Rubus ursinus",NA,"species","iNaturalist","Observations","81990841",NA,"https://www.inaturalist.org/observations/81990841","Sean Daniels",NA,NA,"2021-05-29",2021,5,29,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",26454,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Sean Daniels",NA,NA,NA,NA,NA,49.89,-123.12
"Clintonia uniflora","(Menzies ex Schult. & Schult. f.) Kunth",76401,"Plantae","Tracheophyta","Liliopsida","Liliales",NA,NA,"Liliaceae","Clintonia",NA,"Clintonia uniflora",NA,"species","iNaturalist","Observations","91934532",NA,"https://www.inaturalist.org/observations/91934532","Paolo Pietropaolo",NA,NA,"2021-08-08",2021,8,8,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",895,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Paolo Pietropaolo",NA,NA,NA,NA,NA,49.962,-123.1
"Cornus unalaschkensis","Ledeb.",1096279,"Plantae","Tracheophyta","Magnoliopsida","Cornales",NA,NA,"Cornaceae","Cornus",NA,"Cornus unalaschkensis",NA,"species","iNaturalist","Observations","91934474",NA,"https://www.inaturalist.org/observations/91934474","Paolo Pietropaolo",NA,NA,"2021-08-08",2021,8,8,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",895,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"Paolo Pietropaolo",NA,NA,NA,NA,NA,49.962,-123.1
"Abies amabilis","Douglas ex J. Forbes",75240,"Plantae","Tracheophyta","Pinopsida","Pinales",NA,NA,"Pinaceae","Abies",NA,"Abies amabilis",NA,"species","iNaturalist","Observations","31813119",NA,"https://www.inaturalist.org/observations/31813119","Lena Dietz Chiasson",NA,NA,"2019-08-24",2019,8,24,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Lena Dietz Chiasson",NA,NA,NA,NA,NA,49.953,-123.1
"Acer glabrum var. douglasii","Torr.",181694,"Plantae","Tracheophyta","Magnoliopsida","Sapindales",NA,NA,"Sapindaceae","Acer",NA,"Acer glabrum","douglasii","varietas","iNaturalist","Observations","31813138",NA,"https://www.inaturalist.org/observations/31813138","Lena Dietz Chiasson",NA,NA,"2019-08-24",2019,8,24,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Lena Dietz Chiasson",NA,NA,NA,NA,NA,49.953,-123.1
"Actaea rubra","(Alton) Willd.",49870,"Plantae","Tracheophyta","Magnoliopsida","Ranunculales",NA,NA,"Ranunculaceae","Actaea",NA,"Actaea rubra",NA,"species","iNaturalist","Observations","62169565",NA,"https://www.inaturalist.org/observations/62169565","John D Reynolds",NA,NA,"2020-10-02",2020,10,2,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",11,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"John D Reynolds",NA,NA,NA,NA,NA,49.953,-123.1
"Actaea rubra","(Alton) Willd.",49870,"Plantae","Tracheophyta","Magnoliopsida","Ranunculales",NA,NA,"Ranunculaceae","Actaea",NA,"Actaea rubra",NA,"species","iNaturalist","Observations","94528145",NA,"https://www.inaturalist.org/observations/94528145","Taylor Justason",NA,NA,"2021-09-08",2021,9,8,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",50,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"Taylor Justason",NA,NA,NA,NA,NA,49.953,-123.1
"Actaea rubra","(Alton) Willd.",49870,"Plantae","Tracheophyta","Magnoliopsida","Ranunculales",NA,NA,"Ranunculaceae","Actaea",NA,"Actaea rubra",NA,"species","iNaturalist","Observations","31813125",NA,"https://www.inaturalist.org/observations/31813125","Lena Dietz Chiasson",NA,NA,"2019-08-24",2019,8,24,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"Lena Dietz Chiasson",NA,NA,NA,NA,NA,49.953,-123.1
"Adiantum aleuticum var. aleuticum","(Rupr.) Paris",52667,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales",NA,NA,"Pteridaceae","Adiantum",NA,"Adiantum aleuticum","aleuticum","varietas","iNaturalist","Observations","62169580",NA,"https://www.inaturalist.org/observations/62169580","John D Reynolds",NA,NA,"2020-10-02",2020,10,2,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",91,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S4 (2012)",NA,"John D Reynolds",NA,NA,NA,NA,NA,49.953,-123.1
"Adiantum aleuticum var. aleuticum","(Rupr.) Paris",52667,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales",NA,NA,"Pteridaceae","Adiantum",NA,"Adiantum aleuticum","aleuticum","varietas","iNaturalist","Observations","31813116",NA,"https://www.inaturalist.org/observations/31813116","Lena Dietz Chiasson",NA,NA,"2019-08-24",2019,8,24,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S4 (2012)",NA,"Lena Dietz Chiasson",NA,NA,NA,NA,NA,49.953,-123.1
"Adiantum aleuticum var. aleuticum","(Rupr.) Paris",52667,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales",NA,NA,"Pteridaceae","Adiantum",NA,"Adiantum aleuticum","aleuticum","varietas","iNaturalist","Observations","17702782",NA,"https://www.inaturalist.org/observations/17702782","Sam Herniman",NA,NA,"2018-10-20",2018,10,20,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",5,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S4 (2012)",NA,"jozien",NA,NA,NA,NA,NA,49.953,-123.1
"Adiantum aleuticum var. aleuticum","(Rupr.) Paris",52667,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales",NA,NA,"Pteridaceae","Adiantum",NA,"Adiantum aleuticum","aleuticum","varietas","iNaturalist","Observations","32119658",NA,"https://www.inaturalist.org/observations/32119658","Geneviève Reynolds",NA,NA,"2019-08-24",2019,8,24,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",801,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S4 (2012)",NA,"Geneviève Reynolds",NA,NA,NA,NA,NA,49.953,-123.1
"Aruncus dioicus var. acuminatus","(Walter) Fernald",80381,"Plantae","Tracheophyta","Magnoliopsida","Rosales",NA,NA,"Rosaceae","Aruncus",NA,"Aruncus dioicus","acuminatus","varietas","iNaturalist","Observations","31813136",NA,"https://www.inaturalist.org/observations/31813136","Lena Dietz Chiasson",NA,NA,"2019-08-24",2019,8,24,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Lena Dietz Chiasson",NA,NA,NA,NA,NA,49.953,-123.1
"Asarum caudatum","Lindl.",52858,"Plantae","Tracheophyta","Magnoliopsida","Piperales",NA,NA,"Aristolochiaceae","Asarum",NA,"Asarum caudatum",NA,"species","iNaturalist","Observations","94532395",NA,"https://www.inaturalist.org/observations/94532395","Taylor Justason",NA,NA,"2021-09-08",2021,9,8,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",50,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Taylor Justason",NA,NA,NA,NA,NA,49.953,-123.1
"Athyrium filix-femina var. cyclosorum","(L.) Roth",52669,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales",NA,NA,"Athyriaceae","Athyrium",NA,"Athyrium filix-femina","cyclosorum","varietas","iNaturalist","Observations","62169556",NA,"https://www.inaturalist.org/observations/62169556","John D Reynolds",NA,NA,"2020-10-02",2020,10,2,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",13,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"John D Reynolds",NA,NA,NA,NA,NA,49.953,-123.1
"Calypso bulbosa var. occidentalis","(L.) Oakes",57724,"Plantae","Tracheophyta","Liliopsida","Asparagales",NA,NA,"Orchidaceae","Calypso",NA,"Calypso bulbosa","occidentalis","varietas","iNaturalist","Observations","108399353",NA,"https://www.inaturalist.org/observations/108399353","Steve Ansell",NA,NA,"2003-05-03",2003,5,3,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",1000,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"ab_orchid",NA,NA,NA,NA,NA,49.953,-123.1
"Calypso bulbosa var. occidentalis","(L.) Oakes",57724,"Plantae","Tracheophyta","Liliopsida","Asparagales",NA,NA,"Orchidaceae","Calypso",NA,"Calypso bulbosa","occidentalis","varietas","iNaturalist","Observations","82638478",NA,"https://www.inaturalist.org/observations/82638478","jfclarke",NA,NA,"2021-06-08",2021,6,8,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",1309,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"ab_orchid",NA,NA,NA,NA,NA,49.953,-123.1
"Calypso bulbosa var. occidentalis","(L.) Oakes",57724,"Plantae","Tracheophyta","Liliopsida","Asparagales",NA,NA,"Orchidaceae","Calypso",NA,"Calypso bulbosa","occidentalis","varietas","iNaturalist","Observations","78357479",NA,"https://www.inaturalist.org/observations/78357479","botanybum",NA,NA,"2021-05-10",2021,5,10,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",12,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"Nicholas Wei",NA,NA,NA,NA,NA,49.953,-123.1
"Chimaphila umbellata","(L.) W.P.C. Barton",62236,"Plantae","Tracheophyta","Magnoliopsida","Ericales",NA,NA,"Ericaceae","Chimaphila",NA,"Chimaphila umbellata",NA,"species","iNaturalist","Observations","62169562",NA,"https://www.inaturalist.org/observations/62169562","John D Reynolds",NA,NA,"2020-10-02",2020,10,2,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",94,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"John D Reynolds",NA,NA,NA,NA,NA,49.953,-123.1
"Chimaphila umbellata","(L.) W.P.C. Barton",62236,"Plantae","Tracheophyta","Magnoliopsida","Ericales",NA,NA,"Ericaceae","Chimaphila",NA,"Chimaphila umbellata",NA,"species","iNaturalist","Observations","31621369",NA,"https://www.inaturalist.org/observations/31621369","Julie",NA,NA,"2019-08-25",2019,8,25,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",122,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Julie",NA,NA,NA,NA,NA,49.953,-123.1
"Clintonia uniflora","(Menzies ex Schult. & Schult. f.) Kunth",76401,"Plantae","Tracheophyta","Liliopsida","Liliales",NA,NA,"Liliaceae","Clintonia",NA,"Clintonia uniflora",NA,"species","iNaturalist","Observations","15850225",NA,"https://www.inaturalist.org/observations/15850225","Billi Krochuk",NA,NA,"2018-08-17",2018,8,17,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",417,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Billi Krochuk",NA,NA,NA,NA,NA,49.953,-123.1
"Clintonia uniflora","(Menzies ex Schult. & Schult. f.) Kunth",76401,"Plantae","Tracheophyta","Liliopsida","Liliales",NA,NA,"Liliaceae","Clintonia",NA,"Clintonia uniflora",NA,"species","iNaturalist","Observations","60068899",NA,"https://www.inaturalist.org/observations/60068899","Bridget McEwan",NA,NA,"2020-09-18",2020,9,18,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Bridget McEwan",NA,NA,NA,NA,NA,49.953,-123.1
"Clintonia uniflora","(Menzies ex Schult. & Schult. f.) Kunth",76401,"Plantae","Tracheophyta","Liliopsida","Liliales",NA,NA,"Liliaceae","Clintonia",NA,"Clintonia uniflora",NA,"species","iNaturalist","Observations","89569967",NA,"https://www.inaturalist.org/observations/89569967","jfclarke",NA,NA,"2021-07-08",2021,7,8,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"jfclarke",NA,NA,NA,NA,NA,49.953,-123.1
"Clintonia uniflora","(Menzies ex Schult. & Schult. f.) Kunth",76401,"Plantae","Tracheophyta","Liliopsida","Liliales",NA,NA,"Liliaceae","Clintonia",NA,"Clintonia uniflora",NA,"species","iNaturalist","Observations","31643424",NA,"https://www.inaturalist.org/observations/31643424","Kelly Fretwell",NA,NA,"2019-08-24",2019,8,24,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Kelly Fretwell",NA,NA,NA,NA,NA,49.953,-123.1
"Corallorhiza maculata","(Raf.) Raf.",49475,"Plantae","Tracheophyta","Liliopsida","Asparagales",NA,NA,"Orchidaceae","Corallorhiza",NA,"Corallorhiza maculata",NA,"species","iNaturalist","Observations","82638488",NA,"https://www.inaturalist.org/observations/82638488","jfclarke",NA,NA,"2021-06-08",2021,6,8,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",1309,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"jfclarke",NA,NA,NA,NA,NA,49.953,-123.1
"Cornus unalaschkensis","Ledeb.",1096279,"Plantae","Tracheophyta","Magnoliopsida","Cornales",NA,NA,"Cornaceae","Cornus",NA,"Cornus unalaschkensis",NA,"species","iNaturalist","Observations","31436086",NA,"https://www.inaturalist.org/observations/31436086","Tiffany Theden",NA,NA,"2019-08-20",2019,8,20,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",10,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"Tiffany Theden",NA,NA,NA,NA,NA,49.953,-123.1
"Cornus unalaschkensis","Ledeb.",1096279,"Plantae","Tracheophyta","Magnoliopsida","Cornales",NA,NA,"Cornaceae","Cornus",NA,"Cornus unalaschkensis",NA,"species","iNaturalist","Observations","31813120",NA,"https://www.inaturalist.org/observations/31813120","Lena Dietz Chiasson",NA,NA,"2019-08-24",2019,8,24,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"judith holm",NA,NA,NA,NA,NA,49.953,-123.1
"Cornus unalaschkensis","Ledeb.",1096279,"Plantae","Tracheophyta","Magnoliopsida","Cornales",NA,NA,"Cornaceae","Cornus",NA,"Cornus unalaschkensis",NA,"species","iNaturalist","Observations","120607714",NA,"https://www.inaturalist.org/observations/120607714","eddaedda",NA,NA,"2022-06-06",2022,6,6,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",10,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"judith holm",NA,NA,NA,NA,NA,49.953,-123.1
"Goodyera oblongifolia","Raf.",50719,"Plantae","Tracheophyta","Liliopsida","Asparagales",NA,NA,"Orchidaceae","Goodyera",NA,"Goodyera oblongifolia",NA,"species","iNaturalist","Observations","62169581",NA,"https://www.inaturalist.org/observations/62169581","John D Reynolds",NA,NA,"2020-10-02",2020,10,2,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",4,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"John D Reynolds",NA,NA,NA,NA,NA,49.953,-123.1
"Goodyera oblongifolia","Raf.",50719,"Plantae","Tracheophyta","Liliopsida","Asparagales",NA,NA,"Orchidaceae","Goodyera",NA,"Goodyera oblongifolia",NA,"species","iNaturalist","Observations","131022228",NA,"https://www.inaturalist.org/observations/131022228","kadbury",NA,NA,"2022-08-15",2022,8,15,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",4791,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"kadbury",NA,NA,NA,NA,NA,49.953,-123.1
"Goodyera oblongifolia","Raf.",50719,"Plantae","Tracheophyta","Liliopsida","Asparagales",NA,NA,"Orchidaceae","Goodyera",NA,"Goodyera oblongifolia",NA,"species","iNaturalist","Observations","131022255",NA,"https://www.inaturalist.org/observations/131022255","kadbury",NA,NA,"2022-08-15",2022,8,15,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",17,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"kadbury",NA,NA,NA,NA,NA,49.953,-123.1
"Goodyera oblongifolia","Raf.",50719,"Plantae","Tracheophyta","Liliopsida","Asparagales",NA,NA,"Orchidaceae","Goodyera",NA,"Goodyera oblongifolia",NA,"species","iNaturalist","Observations","82638479",NA,"https://www.inaturalist.org/observations/82638479","jfclarke",NA,NA,"2021-06-08",2021,6,8,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",1309,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"jfclarke",NA,NA,NA,NA,NA,49.953,-123.1
"Goodyera oblongifolia","Raf.",50719,"Plantae","Tracheophyta","Liliopsida","Asparagales",NA,NA,"Orchidaceae","Goodyera",NA,"Goodyera oblongifolia",NA,"species","iNaturalist","Observations","32119651",NA,"https://www.inaturalist.org/observations/32119651","Geneviève Reynolds",NA,NA,"2019-08-24",2019,8,24,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",64,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Geneviève Reynolds",NA,NA,NA,NA,NA,49.953,-123.1
"Gymnocarpium dryopteris","(L.) Newman",82572,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales",NA,NA,"Cystopteridaceae","Gymnocarpium",NA,"Gymnocarpium dryopteris",NA,"species","iNaturalist","Observations","62169553",NA,"https://www.inaturalist.org/observations/62169553","John D Reynolds",NA,NA,"2020-10-02",2020,10,2,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",4,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"John D Reynolds",NA,NA,NA,NA,NA,49.953,-123.1
"Linnaea borealis ssp. longiflora","L.",81026,"Plantae","Tracheophyta","Magnoliopsida","Dipsacales",NA,NA,"Caprifoliaceae","Linnaea",NA,"Linnaea borealis","longiflora","subspecies","iNaturalist","Observations","62169557",NA,"https://www.inaturalist.org/observations/62169557","John D Reynolds",NA,NA,"2020-10-02",2020,10,2,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",12,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2020)",NA,"John D Reynolds",NA,NA,NA,NA,NA,49.953,-123.1
"Linnaea borealis ssp. longiflora","L.",81026,"Plantae","Tracheophyta","Magnoliopsida","Dipsacales",NA,NA,"Caprifoliaceae","Linnaea",NA,"Linnaea borealis","longiflora","subspecies","iNaturalist","Observations","31813126",NA,"https://www.inaturalist.org/observations/31813126","Lena Dietz Chiasson",NA,NA,"2019-08-24",2019,8,24,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2020)",NA,"Lena Dietz Chiasson",NA,NA,NA,NA,NA,49.953,-123.1
"Linnaea borealis ssp. longiflora","L.",81026,"Plantae","Tracheophyta","Magnoliopsida","Dipsacales",NA,NA,"Caprifoliaceae","Linnaea",NA,"Linnaea borealis","longiflora","subspecies","iNaturalist","Observations","32119649",NA,"https://www.inaturalist.org/observations/32119649","Geneviève Reynolds",NA,NA,"2019-08-24",2019,8,24,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",64,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2020)",NA,"Geneviève Reynolds",NA,NA,NA,NA,NA,49.953,-123.1
"Lycopodium clavatum","L.",77914,"Plantae","Tracheophyta","Lycopodiopsida","Lycopodiales",NA,NA,"Lycopodiaceae","Lycopodium",NA,"Lycopodium clavatum",NA,"species","iNaturalist","Observations","31813131",NA,"https://www.inaturalist.org/observations/31813131","Lena Dietz Chiasson",NA,NA,"2019-08-24",2019,8,24,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Lena Dietz Chiasson",NA,NA,NA,NA,NA,49.953,-123.1
"Maianthemum racemosum ssp. amplexicaule","(L.) Link",53012,"Plantae","Tracheophyta","Liliopsida","Asparagales",NA,NA,"Asparagaceae","Maianthemum",NA,"Maianthemum racemosum","amplexicaule","subspecies","iNaturalist","Observations","31813134",NA,"https://www.inaturalist.org/observations/31813134","Lena Dietz Chiasson",NA,NA,"2019-08-24",2019,8,24,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Lena Dietz Chiasson",NA,NA,NA,NA,NA,49.953,-123.1
"Maianthemum stellatum","(L.) Link.",53268,"Plantae","Tracheophyta","Liliopsida","Asparagales",NA,NA,"Asparagaceae","Maianthemum",NA,"Maianthemum stellatum",NA,"species","iNaturalist","Observations","82638483",NA,"https://www.inaturalist.org/observations/82638483","jfclarke",NA,NA,"2021-06-08",2021,6,8,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",1309,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"jfclarke",NA,NA,NA,NA,NA,49.953,-123.1
"Mycelis muralis","(L.) Dumort.",48543,"Plantae","Tracheophyta","Magnoliopsida","Asterales",NA,NA,"Asteraceae","Mycelis",NA,"Mycelis muralis",NA,"species","iNaturalist","Observations","62169578",NA,"https://www.inaturalist.org/observations/62169578","John D Reynolds",NA,NA,"2020-10-02",2020,10,2,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",601,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2006)",NA,"John D Reynolds",NA,NA,NA,NA,NA,49.953,-123.1
